pair_id,AF3-SHAP12,ESM-2,ESM-3,ESM-C,AF3-SHAP12+ESM-2,AF3-SHAP12+ESM-3,AF3-SHAP12+ESM-C
pos_p33434_q8bg84,0.43360117,0.3195608,0.45397142,0.9463466,0.22682261,0.52039415,0.5242491
pos_q8bh04_p52332,0.66844034,0.005216289,0.12975015,0.018444909,0.0775628,0.6323115,0.29354396
pos_p35456_q9quk6,0.52881116,0.95470410000000006,0.7915068,0.7217964,0.92168784,0.4500954,0.38874647
pos_q08093_p42228,0.32557172,0.46982032,0.86506534,0.20003016,0.721668,0.7029212,0.23753846
pos_p35561_q9jjv9,0.5483069,0.9455832,0.48711938,0.8289904,0.6696469,0.6183008,0.85824203
pos_p97313_p58681,0.3468106,0.0029854209,0.06455938,0.10077666,0.010269421,0.12104856,0.038362287
pos_q60597_q8bkz9,0.32979771,0.21798272,0.012179231,0.33049914,0.1721982,0.22941668,0.07856378
pos_p08414_q9jjv9,0.24125211,0.32817087,0.036003053,0.8647421,0.68250734,0.563592,0.6550394
pos_q62120_p05627,0.10393229,0.611081,0.12628658,0.17138055,0.09685064,0.4361331,0.03507013
pos_q8r3r8_p97926,0.29044273,0.12933065,0.093644954,0.631178,0.2025085,0.42522743,0.1629337
pos_q9dcb8_q99246,0.011036849,0.1469974,0.84760946,0.82670975,0.057930186,0.5789315,0.44316313
pos_p11247_q9z183,0.7914371,0.007958922,0.24389397,0.11011229,0.014344235,0.2558772,0.45474857
pos_o08734_q3v0q1,0.057190783,0.23448227,0.020580173,0.2722934,0.030944677,0.022269132,0.017480116
pos_p70180_q6p8i4,0.22668032,0.00131646,0.003057792,0.04353905,0.0024564713,0.121046685,0.013992549
pos_p20491_p48025,0.050154835,0.77467936,0.042637944,0.22654721,0.79636335,0.69458354,0.11863369
pos_p08505_q9quk6,0.23962171,0.372668,0.48850006,0.1364329,0.16813333,0.11826854,0.056485496
pos_p70312_p22777,0.51676476,0.52833414,0.021485329,0.32464078,0.34351394,0.097341284,0.04853808
pos_p49817_p39688,0.045010787,0.027977286,0.097382456,0.10709565,0.7289562,0.39088944,0.19359502
pos_q00724_q9quk6,0.3200194,0.98046577,0.77174133,0.36033404,0.7228961,0.4973433,0.10957023
pos_d3z3k2_q3v0q1,0.054990344,0.06258561,0.040675823,0.033206955,0.029807659,0.15600292,0.029228384
pos_p35700_o08586,0.636175,0.16012363,0.47845903,0.5410079,0.21882226,0.44372636,0.7010508
pos_o08528_q3udn3,0.06538755,0.0072190943,0.026745185,0.19081798,0.026042208,0.11716559,0.007906925
pos_q64373_p42227,0.41218138,0.06165164,0.32501525,0.1098352,0.18506855,0.13257913,0.01681286
pos_q9jln9_o70343,0.035084084,0.0150295505,0.0029840998,0.041671634,0.017053349,0.24088256,0.014285305
pos_q8r0i0_p29754,0.6513712,0.020729821,0.044193096,0.10872966,0.21237601,0.21809462,0.25584474
pos_e9q2e9_q9quk6,0.004190024,0.0013137945,0.056246106,0.14670125,0.0028814191,0.107475325,0.0072762775
pos_q9erk9_q9qui0,0.5986632,0.58871996,0.08678917,0.70674,0.8329631,0.54094756,0.3726558
pos_o88410_p10820,0.67015696,0.05354226,0.12549125,0.14557289,0.52659965,0.38566184,0.3583515
pos_q9qun7_o54885,0.11945212,0.71691394,0.67277366,0.08286084,0.31603774,0.25799045,0.056362055
pos_q8c0t9_q8vi38,0.41613808,0.02221427,0.10109775,0.7238419,0.05187887,0.15428628,0.68031794
pos_b2ry83_o08992,0.5374186,0.018362774,0.049733545999999997,0.080003,0.14525843,0.23220463,0.01960902
pos_p11798_q9z329,0.2745672,0.5305213,0.59449303,0.09210249,0.36316445,0.37770137,0.2201348
pos_p31750_p07321,0.4588264,0.08974839,0.01797928,0.32326323,0.756338,0.15183735,0.3696616
pos_o55222_q9jln9,0.14209682,0.047763918,0.07661212,0.050291788,0.085041635,0.29653683,0.07148787
pos_p10107_p14824,0.74524724,0.91677874,0.13739392,0.24001333,0.4941391,0.15337227,0.59890187
pos_o55127_q8vhp8,0.3643534,0.29322097,0.149415,0.618184,0.61817646,0.24260235,0.46886164
pos_q9jjv9_q62521,0.05268298,0.044556268,0.25684255,0.43159366,0.12968712,0.24378096,0.6170203
pos_q8bxk4_q6qi06,0.38008812,0.041154157,0.011592891,0.04886572,0.0096262125,0.07649225,0.031479552
pos_q9jln9_p06537,0.044481628,0.05025768,0.12730475,0.2497101,0.016605297,0.13333459,0.2068764
pos_q8bzn6_p23242,0.11203827,0.39340264,0.7298617,0.29905704,0.056412403,0.23683879,0.22555667
pos_p01139_p42227,0.12133912,0.65569,0.42838737,0.35427275,0.14461543,0.33212075,0.104239345
pos_q99jg2_q9jln9,0.14346188000000001,0.016716715,0.009609711,0.56339544,0.033563133,0.09689577,0.1855703
pos_q9qyk9_q8bmt4,0.42548463,0.07840142,0.2379058,0.64674747,0.8585889,0.43177468,0.5920663
pos_p38647_p11881,0.19196752,0.05972359,0.037881017,0.24521947,0.020329665,0.10484139,0.045100123
pos_q9quk6_p06804,0.43594083,0.93912506,0.8258729,0.18794425,0.7809511,0.38698167,0.11982284
pos_q8bx65_e2jf22,0.0038542503,0.008204512,0.042375386,0.021198668,0.0028100275,0.050626945,0.04103502
pos_q61362_p16110,0.6974977,0.024262203,0.083037674,0.30445272,0.27808526,0.37509358,0.3532009
pos_p21279_q9z329,0.10459103,0.7256723,0.14638656,0.7033452,0.41973394,0.24683702,0.65707105
pos_p11152_q9jln9,0.23780717,0.022301605,0.012535691,0.3751746,0.014319354,0.074697174,0.0434791
pos_q02248_q99p86,0.14931409,0.027624046,0.017377887,0.23718598,0.008139632,0.22335057,0.4253613
pos_q8c1a3_d3z249,0.12015553,0.10409253,0.12691982,0.029337911,0.30530646,0.26332074,0.0035196366
pos_q3tzw0_p42227,0.014337515,0.05798167,0.29985616,0.121650025,0.3214407,0.28001863,0.014552631
pos_q8cby8_q91vr7,0.5009571,0.76464516,0.19769253,0.69065166,0.5167077,0.43716332,0.16281427
pos_q8c0t9_p63094,0.17480221,0.75022775,0.30062667,0.85558546,0.25064835,0.19133201,0.40369478
pos_p33434_p10923,0.1468169,0.2801072,0.025992543,0.12907423,0.010171674,0.110638216,0.08696477
pos_p16675_p63085,0.6972272,0.06630912,0.6275151,0.55796343,0.8767269,0.59563804,0.6207621
pos_p63085_p40630,0.260367,0.0804196,0.11514806,0.2721347,0.42295018,0.56318676,0.06276142
pos_p13864_q64131,0.09707819,0.04204066,0.051154934,0.17479517,0.011688464,0.22735856,0.111516304
pos_p07901_q9jln9,0.16553728,0.2510452,0.014348942,0.22155352,0.051875,0.1188606,0.067512356
pos_p98191_q8k394,0.38789022,0.04594334,0.22367495,0.101190254,0.13953325,0.19018288,0.13394764
pos_q9z329_q9jhb2,0.29487962,0.047886927,0.07245485,0.15483129,0.16721004,0.109622344,0.28681967
pos_q925n4_e2jf22,0.102351405,0.6896674,0.35500568,0.35187128,0.66335213,0.10396271,0.68397117
pos_p51637_q9esd7,0.0041102534,0.08004251,0.028029487,0.022126244,0.4817874,0.056072425,0.018872857
pos_p60324_p42227,0.029684544,0.038888104,0.43555295,0.09900335,0.03252767,0.45267576,0.016692607
pos_p52480_q9jln9,0.1871694,0.05881016,0.0017079008,0.09935648,0.016206909,0.07590158,0.051664643
pos_e2jf22_p35278,0.12394549,0.054684144,0.04647323,0.07843107,0.5932743,0.13275194,0.008368618
pos_q01341_q60765,0.09302622,0.06665502,0.026887877,0.22615792,0.007679152,0.28869155,0.08407268
pos_p13864_q99jg2,0.25714374,0.119770244,0.015062537,0.68243265,0.3696667,0.16363111,0.5675458
pos_q60969_q99mb1,0.23520344,0.024224348,0.1567969,0.619448,0.61931443,0.36119917,0.8580011
pos_p30285_p02762,0.7270497,0.12897462,0.11695023,0.20404948,0.77790797,0.567906,0.598267
pos_q8c0t9_q9wv60,0.18304239,0.37736478,0.062439747,0.39265317,0.36979797,0.29455328,0.043518364
pos_p18893_p42227,0.090321966,0.15165186,0.6505961,0.16070494,0.049469307,0.13572812,0.011874822
pos_p23242_q9jjv9,0.1261178,0.7754697,0.85622585,0.7733327,0.12800558,0.33583346,0.28770542
pos_p48757_q8bmp4,0.013871859,0.740425,0.01036798,0.091211505,0.38390878,0.08275867,0.0145127075
pos_o08749_q9d051,0.87392414,0.90798956,0.3574417,0.6995991,0.8379263,0.16362852,0.56958526
pos_p05132_q9cze3,0.5546783,0.9428798,0.44636253,0.95811135,0.84631264,0.7770044,0.9624989
pos_q8c0t9_q99m04,0.2230589,0.011471154,0.031621214,0.047175035,0.014081774,0.10573078,0.01285563
pos_q8r016_q9d832,0.1138784,0.018576859,0.052413307,0.22588222,0.0046828515,0.23301497,0.1140578
pos_q99n32_o35084,0.5335996,0.72911996,0.012753567,0.56263787,0.2994593,0.07647481,0.74994236
pos_q9d1d6_q6a051,0.08961156,0.5043366,0.22056866,0.8565482,0.04106087,0.26581854,0.22380847
pos_q8bgw1_p35802,0.64069283,0.002016694,0.034229897,0.0012553583,0.015521097,0.046806116,0.006702596
pos_p51437_p30730,0.1439835,0.6441332,0.19078095,0.26056203,0.042262863,0.27314195,0.040022787
pos_p51667_q3tl44,0.003114033,0.37199473,0.49350628,0.3960838,0.03677173,0.3692587,0.18297765
pos_q811j3_q9cub6,0.22156955,0.0106220795,0.0028973,0.34253198,0.0127590615,0.10459806,0.02636553
pos_q99mq3_q61171,0.47428626,0.08244963,0.0653896,0.05002156,0.60458654,0.44409218,0.024702715
pos_q8bfz3_p30681,0.1387706,0.24917094,0.036474146,0.27121502,0.2377009,0.32274652,0.18504119
pos_q9jje7_q9qwk5,0.33029953,0.7170475,0.068173975,0.28483376,0.6042155,0.12142751,0.14823297
pos_q9jii1_o35904,0.3449718,0.91255826,0.24455032,0.43421602,0.82775515,0.6627186,0.51418173
pos_q9wv60_q6b966,0.38108063,0.4127557,0.2048192,0.5355552,0.6956474,0.39276826,0.037715342
pos_p13864_q9d722,0.027292168,0.32867163,0.030922178,0.37713394,0.004903886,0.10002966,0.024465464
pos_q9jhi9_q9z0z4,0.30862263,0.5552022,0.09138203,0.32378358,0.40342483,0.20079422,0.5291979
pos_q921v5_q00724,0.67437845,0.22725241,0.25708368,0.4388499,0.24245493,0.48900706,0.09023059
pos_p10810_q9jhf9,0.48873958,0.7640157,0.31693634,0.70302165,0.20493847,0.15166728,0.21571825
pos_q3tyr5_o88351,0.02440656,0.4705576,0.007984655,0.17069334,0.08635035,0.304769,0.13350569
pos_p62137_o70176,0.090008475,0.39699623,0.0066022854,0.02716755,0.025266053,0.03999134,7.829e-5
pos_p82020_q9r0a1,0.0017447751,0.051328104,0.0062983604,0.01632905,0.0052086017,0.11661838,0.0021220725
pos_p60324_q5hzj0,0.015930032,0.028497336,0.07409888,0.20290329,0.010497334,0.08493342,0.047585506
pos_q8vhp8_o70372,0.14428824,0.023014795,0.13183868,0.16701551,0.16280878,0.26772562,0.555626
pos_q9dbd2_q62351,0.07610103,0.18078122,0.010347081,0.4273476,0.30549985,0.21076079,0.17202671
pos_q61663_q9qzc1,0.039741773,0.042447396,0.05145429,0.033209044,0.06665093,0.21711531,0.033252366
pos_p31750_q921p9,0.08136173,0.015369057,0.057461854,0.9448422,7.411389e-4,0.24124622,0.19727357
pos_b1asp2_q8ci19,0.07342758,0.5804988,0.580347,0.9435808,0.41990393,0.44358,0.68370926
pos_p37237_o55127,0.21531928,0.029747995,0.33649257,0.122496165,0.09410853,0.3598989,0.4039247
pos_p37217_p42230,0.1969226,0.27058828,0.50406116,0.03656183,0.11669116,0.42141026,0.019342657
pos_o88335_q8bwj3,0.2570083,0.060356528,0.86526024,0.27937952,0.04095323,0.2867282,0.10894553
pos_q61093_p60324,0.16460946,0.0072506173,0.046013553,0.060621366,0.030385548,0.14662154,0.06355274
pos_q9es17_p42227,0.1075859,0.13595836,0.48333052,0.21235359,0.13180839,0.11805196,0.13518503
pos_a0a0r4j066_o35435,0.41187283,0.040330958,0.0979046,0.19914831,0.027056465,0.23790245,0.22519492
pos_p63085_p06804,0.5929866,0.034127254,0.05233388,0.18875617,0.8168388,0.40877992,0.06659824
pos_p50544_p97287,0.2494019,0.06612881,0.0036308512,0.07801567,0.0032755781,0.029185899,0.0150644835
pos_q9jhb2_q8vci0,0.56761175,0.5755236,0.20622882,0.7830898,0.85129887,0.19645558,0.79389906
pos_q9cpv9_q9cqv1,0.16814005,1.3208353e-4,0.054695606,0.08167652,0.0011633476,0.18409404,0.030861594
pos_p97807_q60597,0.49341443,0.10715729,0.20684384,0.13805069,0.04482769,0.017828204,0.03026201
pos_p10749_p52480,0.20492187,0.050079696,0.18989825,0.20371063,0.05657555,0.22546157,0.20694779
pos_q60765_o54829,0.046194803,0.3251284,0.06655149,0.50564045,0.0653774,0.2352382,0.5611692
pos_q8vi38_q9jkp8,0.38149098,0.029211275,0.023276363,0.114895664,0.073346004,0.120598756,0.032137536
pos_p21275_p19788,0.09367829,0.014749179,0.022309871,0.31544036,0.004063214,0.061224982,0.099231154
pos_p63328_q9cxl1,0.35013616,4.457696e-4,0.052808307,0.06287124,0.013999683,0.1212627,0.04065963
pos_q8cfz5_p06804,0.20372091,0.408178,0.29682752,0.65269893,0.715459,0.26224586,0.024003014
pos_p23927_p42227,0.07659549,0.029508598,0.20790146,0.38506433,0.015706163,0.37692103,0.08643756
pos_p11247_p52430,0.62417316,0.039069984,0.060893133,0.31081477,0.09797946,0.21621831,0.2730391
pos_p10107_q9qui0,0.60833275,0.815891,0.08845921,0.6565691,0.68274343,0.26131296,0.2173028
pos_p18893_q62120,0.11883743,0.24306284,0.40974516,0.06297012,0.34682393,0.16974987,0.027457833
pos_p47738_q9jhb2,0.60305923,0.52875876,0.05531632,0.19291328,0.75689334,0.24417622,0.8302413
pos_q9cy28_p36423,0.4374439,0.23649184,0.049838476,0.2224999,0.4169715,0.16951439,0.23779482
pos_a0a0r4j003_p58006,0.011766283,0.05345239,0.0013908128,0.009506501,0.0010413879,0.041425698,0.003385789
pos_p28776_p68254,0.37715143,0.018753558,0.5959601,0.18804377,0.02375857,0.26045004,0.020658841
pos_p14847_p33434,0.29598856,0.88438916,0.40074593,0.7353129,0.43520665,0.5045936,0.11032153
pos_p09242_p60202,0.25022992,0.05647791,0.014588973,0.035526175,0.006131655,0.04174806,0.025823347
pos_p14602_p47811,0.0861857,0.34250024,0.07313099,0.7835816,0.12536629,0.5420749,0.20730066
pos_q9qy05_q8ci15,0.01730929,0.5324386,0.026419517,0.045057192,0.33496362,0.14052957,0.4634856
pos_p60324_p22777,0.05030844,0.0015599257,0.012577526,0.054833308,0.04033106,0.08588405,0.055888083
pos_p00397_p56501,0.07394646,0.118469775,0.003954209,0.68108094,0.6419243,0.104689114,0.59243643
pos_q91x34_q91wf0,0.65735793,0.1673115,0.04735736,0.063797295,0.24011704,0.28767046,0.26069725
pos_a2bim8_o35679,0.5061071,0.35319564,0.14095896,0.7613774,0.40415987,0.3133195,0.5638371
pos_p52792_q9d5h4,0.40964088,0.36049277,0.052798852,0.37476796,0.18680169,0.110233955,0.09583015
pos_p60710_q9cq19,0.07387183,0.31117308,0.055311713,0.71195644,0.07746013,0.3030817,0.016309638
pos_q5bkr2_p60761,0.014923366,6.8489346e-4,0.029055413,0.0014229008,0.10015507,0.09677725,0.01290354
pos_p31750_o35215,0.20498316,0.028407764,0.008585136,0.84743446,0.6587312,0.14295541,0.88089585
pos_p23927_q64669,0.046063844,0.032550704,0.03379934,0.031509575,0.024307014,0.10404239,0.29298887
pos_p18760_p53668,0.7588289,0.0656276,0.78369695,0.056485955,0.833435,0.96348155,0.96590304
pos_p70677_o89110,0.9663463,0.87759835,0.6241432,0.9374102,0.9478829,0.9237596,0.9985398
pos_q99mk8_p23804,0.66060805,0.8716866,0.23626412,0.5892097,0.72187144,0.827688,0.6699637
pos_q6s5j6_p62835,0.9208477,0.7859637,0.35191247,0.9132317,0.9400449,0.8723342,0.9820113
pos_q8k1g2_q99k82,0.8734817,0.059632435,0.010268297,0.0062735374,0.37168777,0.24673636,0.48004535
pos_q99pr8_q5ebg6,0.9950995,0.50322676,0.9306451,0.6637526,0.9927705,0.97615117,0.9887057
pos_q8bsu2_q9eq16,0.9076672,0.9182439,0.46172622,0.0626794,0.99819297,0.91796887,0.89930487
pos_p35396_p37238,0.99236465,0.8179864,0.86919516,0.9922138,0.9858021,0.90911454,0.9999516
pos_p23204_p28704,0.9967976,0.8008243,0.69402254,0.79108155,0.99444455,0.9177626,0.99974936
pos_p42082_p09793,0.98327684,0.9898975,0.80515486,0.51468116,0.99934477,0.8951407,0.98581
pos_q62386_q8vhh8,0.9956529,0.9051968,0.90623873,0.79317355,0.9460506,0.9375652,0.99097604
pos_q61271_p27040,0.9889621,0.97993577,0.9958358,0.9420348,0.99877495,0.9963187,0.99971884
pos_p42082_p31041,0.979474,0.9882075,0.7260898,0.55339956,0.9988237,0.8970618,0.9878599
pos_q61739_p09055,0.9972258,0.8996542,0.72733265,0.9273763,0.99906474,0.97532475,0.9994622
pos_q61288_p97454,0.98463166,0.1918622,0.4712607,0.9421915,0.94391099999999994,0.98172873,0.9928012
pos_q61271_p27038,0.98751163,0.9656751,0.99320203,0.88017195,0.9970534,0.9948639,0.99892956
pos_q60680_o88351,0.9831882,0.88626826,0.8897074,0.41311038,0.9710704,0.94751394,0.9764865
pos_o88792_q9d8b7,0.9576778,0.99386346,0.90462583,0.96849537,0.9977355,0.89815694,0.9941036
pos_p70340_q64729,0.95859027,0.33432433,0.7213474,0.9177759,0.926884,0.9741949,0.9876424
pos_e9q2e9_g3x8u9,0.11177597,0.008857949,3.9651114e-4,0.4646982,0.058224715,0.34830195,0.4866698
pos_q9jlv5_e0cz16,0.9787214,0.3781532,0.23205571,0.10400157,0.9728751,0.9042646,0.9227062
pos_q9r244_q9qx29,0.8651558,0.8451578,0.9678674,0.65156907,0.8383217,0.70613664,0.78876984000000006
pos_p14753_q62120,0.83201456,0.8806268,0.93578190000000006,0.7503721,0.9971264,0.98311883,0.9163441
pos_q99p51_p70426,0.907365,0.81783056,0.117956996,0.4864258,0.99335104,0.8282676,0.9940661
pos_q5eg47_p39098,0.88460684,0.058752727,0.14659189,0.6037122,0.94464666,0.69805175,0.92935485
pos_q9z1p4_q2tj95,0.99107426,0.3305128,0.22391635,0.13439769,0.9313994,0.80738395,0.9255565
pos_o08842_p97463,0.9100568,0.37388134,0.2839265,0.6572052,0.72254425,0.35283265,0.9830011
pos_p28843_a0a1w2p736,0.74262214,0.34164962,0.03086057,0.4204705,0.558524,0.31680444,0.89518225
pos_p11859_p10923,0.14652558,0.46900314,0.003951149,0.20680292,0.030599598,0.061699595,0.14706005
pos_o09106_p60324,0.6997817,0.014609011,0.07287437,0.35097057,0.13346928,0.122699246,0.08870115
pos_p0c605_q8k394,0.7952927,0.77787906,0.7135495,0.8635463,0.74398696,0.8100345,0.8577229
pos_q99m31_p48281,0.8572422,0.04265755,0.42676887,0.2648385,0.21433134,0.70993656,0.91508996
pos_p30554_q8bmt0,0.88598055,0.56473714,0.04323457,0.12513463,0.7941508,0.38743165,0.9009734
pos_q5eg47_p42227,0.6963375,0.748879,0.43077573,0.5671024,0.93852365,0.82146853,0.7544948
pos_o54957_p48025,0.07287438,0.9950918,0.19323836,0.39214906,0.9240097,0.77848756,0.36558875
pos_q9wtu6_o35084,0.8042656,0.24675877,0.29715142,0.4889669,0.88440883,0.5044923,0.5919028
pos_p30993_p06684,0.4235097,0.6282454,0.28076267,0.79267466,0.9582684,0.4792011,0.28107476
pos_p23204_q91ve0,0.6753753,0.17348137,0.11243433,0.75980216,0.060520228,0.4231237,0.6474905
pos_p06869_p22777,0.85057086,0.8424515,0.012862028,0.2265614,0.85885954,0.69111735,0.39717004
pos_o70176_q02248,0.005138821,0.080808364,0.003122728,0.01389048,9.981628e-4,0.11322214,0.0027321475
pos_o55143_e9q1d4,0.4014557,0.052751597,0.012463815,0.008160763,0.17285144,0.13412142,0.025960637
pos_o89084_q9jhg7,0.2849701,0.931869,0.770379,0.28071472,0.5677813,0.47145605,0.16762328
pos_q9z1r3_o08530,0.46381593,0.33998606,0.26417065,0.72165304,0.20685229,0.30510685,0.56711036
pos_q62226_q99k82,0.27821088,0.33188555,0.014948777,0.015014255,0.31241372,0.24902594,0.03694409
pos_q9jjy9_p42227,0.20390852,0.03472379,0.48634455,0.23019587,0.3914223,0.2679332,0.07365967
pos_q6pie5_q60929,0.10050545,0.036149047,0.01337527,0.48271668,0.023872730000000002,0.2742497,0.4040791
pos_q9z2h6_q9z2x8,0.35757434,0.8630209,0.2845847,0.2657601,0.85142726,0.61042845,0.61106867
pos_q64505_p48281,0.5100668,0.1650795,0.22823262,0.86620426,0.30230817,0.30088842,0.92604804
pos_p08103_q8bh93,0.15193951,0.060616303,0.0930188,0.3981314,0.012032883,0.52760226,0.027597642
pos_q9jln9_q9z127,0.5640103,0.062195923,0.060054827,0.39375722,0.082033254,0.19928674,0.058161248
pos_q6p5f9_q9wvh4,0.20226589,0.036060300000000003,0.18202916,0.02525311,0.35473725,0.23251265,0.03171595
pos_q60994_q91y86,0.36124602,0.2272223,0.009230492,0.8739587,0.4903745,0.58229065,0.59228486
pos_q6q477_p47811,0.6121715,0.51980555,0.029956976,0.6271353,0.823822,0.65682536,0.8965381
pos_o08529_p38647,0.74133587,0.3873571,0.24838307,0.5307645,0.20866987,0.46545166,0.1539774
pos_q91y86_q8vcb3,0.637841,0.4507299,0.10947691,0.42614517,0.93062717,0.4146367,0.6764359
pos_q9cq73_q9jjv9,0.20092712,0.3695251,0.0317711,0.48800495,0.1642453,0.26445556,0.41431472
pos_p14602_q9d711,0.17019998,0.017141102,0.020709468,0.2288452,0.026263,0.44750822,0.49548015
pos_q60876_q8bxk4,0.03698355,0.18531767,0.008330081,0.053755485,0.053390484,0.09146278,0.035476286
pos_q01815_q9cqy5,0.115543105,0.0693496,0.4452866,0.23998688,0.016950639,0.49102125,0.14556101
pos_p05132_p21981,0.68891114,0.5998601,0.41783664,0.5728602,0.7320427,0.78888106,0.5337681
pos_p68369_q3u034,0.6484821,0.5773139,0.16807938,0.04903586,0.61179626,0.11984947,0.12436225
pos_q9quk6_q9cqe0,0.3432115,0.027101452,0.37762475,0.15539487,0.5096247,0.32422668,0.76215094
pos_q8bfq3_e2jf22,0.15721744000000001,0.34645215,0.15193413,0.366331,0.9052043,0.12004142,0.63063073
pos_q8cjg0_q80wj7,0.073585086,0.0693588,0.022214312,0.015701203,0.052245136,0.10835759,0.2351549
pos_p0c605_p34057,0.38565764,0.8764297,0.52661043,0.8734825,0.26832888,0.61988163,0.350871
pos_p54923_q80wy3,0.09488263,0.016031163,0.008425087,0.034870848,0.009588803,0.048760924,0.008405021
pos_o88351_q2ta57,0.44759595,0.05993571,0.02693542,0.48741245,0.057357315,0.28893176,0.3835657
pos_p0dmc4_p23188,2.8310926e-4,0.03163028,0.009540168,0.0010358248,0.024190359,0.10130077,6.7219656e-4
pos_p54265_q9cqd6,0.20853977,0.037063554,0.0075420463,0.18363632,0.0689535,0.1617186,0.011365588
pos_q9jhi8_p63001,0.5279381,0.17370678,0.041344963,0.30511674,0.7414555,0.41383138,0.55472535
pos_q61469_q6phu5,0.52193046,0.0049040094,0.006297513,0.0730294,0.06528596,0.30742735,0.30642152
pos_q8bh93_p42227,0.037650682,0.014350015,0.24882014,0.18136793,0.014371579,0.38161343,0.23795456
pos_q9jln9_p42227,0.32472175,0.5795913,0.31693465,0.36878237,0.49935865,0.3575978,0.52386475
pos_q8r0i0_p32299,0.60410714,0.051391333,0.018460618,0.2467186,0.5152971,0.23323494,0.34488413
pos_q8bvz5_p47811,0.39948118,0.8218161,0.6836895,0.9483255,0.8908977,0.6961556,0.95886165
pos_p25911_q3uu41,0.8654471,0.80037117,0.15805125,0.8167995,0.9611095,0.78669065,0.9637676
pos_p97822_q9jhb2,0.42086783,0.0013662662,0.09326271,0.13688372,0.109871686,0.4062763,0.37736842
pos_q9jln9_p26450,0.05507272,0.29066637,0.45138422,0.29672283,0.08292415,0.3447931,0.194613
pos_q61221_q9jln9,0.20698904,0.047245547,0.1292722,0.2507143,0.032835305,0.21604155,0.22438502
pos_o35717_p42227,0.10680694,0.9559721,0.9792986,0.40708545,0.9094929,0.86868423,0.11002507
pos_q9r224_q8bfq3,0.03289931,0.0010376015,0.009268035,0.062104553,0.015435049,0.1531669,0.067464344
pos_q9jln9_q5eg47,0.18133937,0.050950456,0.29339758,0.26951438,0.03545065,0.3300123,0.49955413
pos_q9jln9_q923e4,0.13604125,0.009379099,0.007058038,0.13579255,0.035479378,0.1316149,0.016009357
pos_q8k087_q9dd06,0.5919406,0.7109595,0.23847198,0.3564281,0.43235147,0.5496193,0.6937992
pos_q8c0t9_q8r071,0.19460234,0.04327911,0.055602625,0.38586673,0.043791465,0.20942782,0.21131699
pos_q61188_a0a1b0grq3,0.053575218,0.096212246,0.29691705,0.34510937,0.043597646,0.36231136,0.046634786
pos_q9esg4_p51906,0.22938511,0.0050937952,0.025197731,0.53533065,0.019660095,0.101484805,0.25949293
pos_p67778_p42227,0.17568132,0.019212767,0.1947786,0.78769815,0.026587985,0.48281226,0.08650675
pos_p11881_q3v3q7,0.08502823,0.13242394,0.10150052,0.78068477,0.06787812,0.12631546,0.9323109
pos_q99246_d3yyz1,0.063103825,0.60111636,0.3859812,0.86309433,0.17773524,0.20249046,0.5389258
pos_p01575_p42225,0.11929244,0.08988053,0.41031313,0.15239504,0.017292744,0.06718357,0.015674077
pos_q3uw21_q01815,0.0040079323,0.5627293,0.72387356,0.91856587,0.17662443,0.40724248,0.7181588
pos_p11798_q9jjv9,0.059025727,0.53094476,0.10821256,0.37517968,0.8667153,0.7251587,0.5200053
pos_q8bmt4_p04202,0.5049336,0.52769125,0.5254738,0.27916375,0.34338453,0.2430922,0.21681422
pos_q80w99_a2rtf1,0.13546714,0.67257726,0.20854929,0.17700246,0.21732068,0.0871613,0.014039132
pos_q8r0g7_q3tbl6,0.37414187,0.15224397,0.016720274,0.007883805,0.12464991,0.089200296,0.0010484253
pos_p29754_q91zp4,0.35475776,0.047032613,0.049957268,0.31921133,0.44595814,0.29450408,0.19049196
pos_q9jjv9_p70326,0.088343345,0.16414304,0.24738541,0.42735288,0.056980357,0.13602372,0.9275761
pos_p55097_q9equ3,0.32216913,0.5927538,0.004148654,0.8149335,0.8728571,0.30315062,0.3185165
pos_p11881_p70302,0.008998763,0.08279573,0.1421516,0.34801948,0.006027403,0.05837912,0.3184196
pos_q8cjg0_o88477,0.058655433,0.13286553,0.006963825,0.5012822,0.11086589,0.50303066,0.8185971
pos_p11032_p42227,0.27531156,0.046986457,0.5716354,0.1881665,0.08773621,0.73034114000000006,0.09315738
pos_q9jln9_p28867,0.088252224,0.065330185,0.32386187,0.18285778,0.078773275,0.29017055,0.23642147
pos_p18762_p47713,0.43628106,0.46232083,0.118685454,0.31298104,0.43432263,0.29943043,0.38603276
pos_q9jln9_q3v157,0.29029667,0.54674804,0.28668427,0.3615722,0.22531185,0.19911341,0.36652222
pos_q8r0i0_p35374,0.5748657,0.045483932,0.027014006,0.085984714,0.20101224,0.19364399,0.09335739
pos_q14ba6_q9qzc1,0.16648501,0.12442887,0.1570228,0.07001898,0.06915675,0.129346,0.0061418517
pos_p11881_q52kf3,0.018126503,0.31691572,0.23333392,0.4121583,0.05123837,0.12566425,0.7638916
pos_q9z0i6_q80y81,0.47168827,0.5721255,0.12649369,0.05212318,0.15787666,0.3430944,0.1848093
pos_d3z3y1_p06837,0.057395842,5.2686137e-6,0.002839936,0.003316077,7.034181e-6,0.059245057,6.8620335e-5
pos_q9cr61_q3tl44,0.01695594,0.0010787916,0.012469743,0.07032556,0.0034074928,0.0888245,0.0069077457
