file,VDWAALS,ESURF,TOTAL
Q9QY42-Q8C878,-22.5776,-2.6738,2.4917
Q64373-Q6NS57,-233.6253,-36.3923,-42.5277
Q9EST8-P25118,-255.4425,-45.069,-19.4497
P08752-Q9JIQ8,-190.1194,-30.8891,-59.7232
Q60644-Q8VHJ7,-267.621,-43.7459,-127.1611
Q61687-P22387,-370.0768,-63.61,-83.7861
Q9R216-P27467,-181.2149,-25.4597,-70.0395
Q9EST8-Q9BCZ4,0,0,0
Q8CI19-P97953,-112.8942,-19.794,-74.3862
P11798-P42227,-265.1926,-37.3608,-24.1754
P11798-P70414,-177.6378,-27.1758,-48.1163
E9Q2E9-Q8BH93,-0.3258,0,0.4892
Q9CPQ8-Q9CR16,-51.0623,-7.2211,-42.1917
Q6RFH4-Q9CR16,-98.4055,-15.1367,-51.6761
P52800-O35516,-247.7395,-39.7254,-9.8773
Q91YI4-Q61606,-89.6223,-14.6989,5.391
Q9JKD3-Q9JJY3,-51.6351,-7.9325,-9.0734
E9Q2E9-G3X8U9,-135.2525,-18.2978,-68.1742
Q9WUA6-P70677,-125.9906,-23.4157,-94.0606
E9QM92-Q9QUK6,-140.7579,-24.9853,-1.0939
Q9QY42-Q6WKZ7,-77.5324,-17.5222,-32.4161
Q9WV54-Q9JIA7,-91.9193,-12.7556,22.1217
Q9WV54-P60761,-44.12,-6.6278,-26.6476
Q8VII8-Q9WU39,-245.2346,-39.9808,-63.4335
Q9WV54-Q8CI15,-68.8741,-8.6542,11.7717
Q8R0I0-Q5EG47,-142.165,-23.364,-56.719
Q9QY05-Q9CPV9,-129.6529,-22.7096,-78.7688
Q9CS00-Q62165,-238.7562,-41.5069,-125.9021
Q9CS00-B7FAU9,-721.1608,-124.1938,-11.5665
Q61735-P26039,-70.962,-13.5436,57.2193
O08759-A2A7A1,-724.04,-129.6409,-46.1823
F8WIS9-Q9EQY5,-99.7767,-16.6213,-27.4213
Q6WKZ7-P08228,-22.7849,-3.3039,4.9061
P20489-Q78HU7,-102.5607,-13.8916,-26.3548
G3X8U9-P59941,-203.3139,-33.754,-67.906
Q9R0Y8-P70288,-69.096,-9.1008,-11.0426
Q61315-Q02248,0,0,0
Q8BLR9-P25799,-209.9925,-32.7473,-1.9263
Q7TS72-P68040,-185.8354,-31.1853,-82.4159
Q9EST8-P35235,-183.4875,-24.5696,-2.041
P31750-Q9QY05,-148.2022,-22.5608,-70.6273
P17182-A0A1W2P736,-97.9131,-17.1472,19.2133
O08537-Q8BMP4,-79.1042,-10.8125,-3.9956
Q9WTI7-P58771,-152.2668,-29.6867,-15.4756
Q9CQ00-Q3UER8,-35.5671,-6.7297,-11.5688
P29754-P61168,-279.7314,-42.9465,-92.7401
A0A0G2JG53-Q71FD5,0,0,0
Q9R0N0-Q9JIW5,-113.0132,-15.2184,-11.6931
Q9EQM6-Q8R418,-719.3842,-115.3302,-139.7862
Q9QZ82-Q6T3U4,-103.4734,-23.83,104.3127
Q9QY05-Q8BH93,-31.1521,-6.111,-19.9957
O88855-Q9JJL9,-51.4423,-5.6973,11.4314
Q8R0I0-P32299,-176.7529,-23.8357,-68.8815
Q02248-Q923E4,-368.962,-56.9549,-3.6211
P55097-P33434,-81.2997,-10.6089,-4.1161
Q9WUA6-Q60680,-77.8813,-14.9323,22.5473
Q60680-P83510,-306.2378,-49.2689,-78.8407
Q61334-Q9QUK6,-40.3542,-7.6863,3.5521
Q8C131-P16125,-79.4231,-10.871,-21.0956
Q8VCV2-Q60803,-37.365,-4.9177,10.1902
Q04207-O35716,-140.9735,-21.7873,-37.1725
Q8K4Q7-P25799,-147.1878,-28.1201,-90.2015
O88786-P06804,-58.9009,-7.2294,19.578
Q9WUA6-P70335,-302.929,-51.6987,-76.7289
F8WIS9-Q6QWF9,-197.5482,-32.7891,-166.1285
Q60929-Q9CZ91,-286.9347,-47.1996,-13.6702
Q3V1Q3-Q8C6L5,-72.8072,-11.3888,2.8685
P97822-P18293,-60.3381,-10.2996,9.3956
Q02248-Q9WVH4,-323.6369,-50.2248,-14.0906
P29754-P23242,-153.383,-24.8235,-93.7764
Q9DCB8-Q9EPK8,-50.6306,-6.6698,14.5585
Q3UN02-P00397,-80.2735,-10.9818,-12.1194
Q61221-Q8R5F7,-388.9571,-72.5069,9.2675
F2Z493-Q9WVS4,-176.4383,-22.8784,-7.8312
Q8BH93-Q9WVS4,-201.4229,-28.4569,-117.6335
Q6Q477-A7RDN6,-161.7852,-23.7511,-35.617
Q9CZW4-O35516,-240.9411,-33.4922,29.9991
P37238-P28704,-198.493,-34.5691,-11.0371
P08414-Q6PDN3,-407.9505,-68.4987,194.0558
P01108-Q9EST8,-227.3931,-32.8089,-15.1272
Q60793-Q8CI19,-124.2861,-21.7142,-29.3842
Q9D832-O88509,-414.706,-64.6536,-42.9999
P30285-Q9D0V8,-77.8175,-11.2156,-9.5195
Q9EQG9-Q60996,-112.8091,-18.9064,-7.5051
P18762-Q68EF6,-45.196,-7.1011,-11.7592
P49182-P97953,-75.0185,-12.5779,-15.5784
P23242-Q9JIP4,-166.3637,-20.0367,-37.2392
Q5EG47-P04202,-67.0287,-18.7569,81.3894
P97864-P05480,-50.43,-7.5245,18.5269
P70313-Q5EG47,-244.9145,-37.4984,8.6466
P06467-Q6WKZ7,-79.4521,-12.4206,-39.9599
P29754-Q6R0H7,-315.5341,-51.2553,-167.7295
P11835-P26039,-511.4216,-90.7544,302.1957
Q9JL06-Q80WM7,-66.6859,-11.658,-18.1268
E9Q2E9-P04202,-17.0146,-2.122,4.5402
Q3UTA9-Q62448,-294.5311,-45.763,-8.2208
Q8C9S8-Q9JKN1,-109.6633,-18.2937,-40.4427
Q9Z319-P40753,-380.3583,-59.7306,-120.8323
Q9EST8-P39429,-56.3135,-11.4084,-11.9438
Q8C147-Q9EST8,-341.8639,-50.2858,96.5301
Q64373-P70677,-50.6255,-7.1455,5.2542
P23242-G3UYL9,-141.2454,-20.9156,-27.0686
P27548-Q9EST8,-62.8542,-10.046,4.3479
Q9CS00-Q64727,-171.7552,-28.8638,-5.4692
P47811-G3X8U9,-147.4127,-23.3065,49.753
Q9D5H4-O70145,-50.6258,-8.9613,29.7169
Q6WKZ7-Q00519,-64.5995,-9.2871,-13.3954
O88597-P26450,-130.9875,-16.5731,14.9532
Q9DCB8-Q7TS72,-117.9255,-20.3459,-68.9959
Q9D3S5-Q9BCZ4,0,0,0
Q9CS00-Q9CS72,-412.7628,-63.1247,-38.3017
Q9QY05-Q9WTN3,-219.5261,-32.1987,-84.0353
Q9ES17-Q9Z315,-30.5438,-6.2056,2.5269
E9PX95-O70343,-390.2623,-67.9121,-62.4678
Q9EST8-Q4VA93,-134.108,-21.5387,-5.2329
O35600-P06869,-108.1342,-13.8513,23.0567
O70176-Q920N1,-3e-4,0,-3e-4
Q8BLR9-Q99M31,-70.404,-11.19,-4.6293
P29754-Q6NS57,-276.2614,-45.7959,-41.6766
P01582-O35718,-163.8207,-27.4209,-125.2941
Q9R0N0-P98156,-112.0924,-15.1868,26.6777
P32299-P00755,-145.4412,-25.7578,-21.6097
Q61735-P43406,-51.7829,-6.8608,-30.4421
P49582-Q9EST8,-123.9668,-22.1307,-51.2136
O08537-Q6WKZ7,-74.6268,-10.369,-4.323
Q91V87-Q8CI19,-168.2967,-31.0612,-49.9133
Q9CS84-P48787,-157.8592,-27.5949,-5.0704
Q9EPW2-Q60929,-75.857,-14.7987,-17.7015
Q52KE7-O70309,-20.2351,-3.636,-4.6828
P29351-P42227,-156.6464,-23.8242,15.9339
Q05020-P11152,-63.366,-9.7782,-32.8443
P28028-Q99P51,-390.6125,-59.9791,-114.3759
P70677-Q6IRT3,-180.294,-25.7791,3.9036
Q9WUA6-Q99P51,-120.5183,-25.6413,42.0859
Q9WUA6-P70313,-109.3165,-18.9657,62.7777
Q01776-Q6Y4S4,-242.4678,-31.7315,-88.8445
Q9EST8-P48281,-161.2653,-23.9944,-8.1341
Q8R0I0-A0A5F8MPW1,-93.7637,-14.275,15.6345
Q8BLR9-Q8VEN2,-50.7515,-8.8666,11.7335
Q61554-O08999,0,0,0
Q923T9-Q60805,-201.026,-32.9955,-23.9008
Q8C0C4-Q5DRQ8,-147.0614,-30.3132,-61.7656
Q91WT9-Q9EQY5,-36.9847,-5.1794,-2.1698
Q3UER8-Q9QUK6,-24.138,-5.3308,18.946
P11798-Q9QUK6,-225.0829,-29.3477,10.1088
P34971-Q8VEB1,-260.3362,-45.4396,-6.425
Q9DCB4-Q3UU96,-281.3836,-45.012,-74.3605
P29754-Q8VEN2,-118.6347,-16.0845,-33.3499
Q8VEN2-P04202,-39.012,-7.9061,-30.3023
O70145-Q9EST8,-186.4326,-28.1114,-27.9343
O08808-P05480,-62.1971,-7.6207,38.7242
B8JK39-A2AVA0,0,0,0
P08414-Q9JJV9,-239.6459,-42.7005,-34.994
Q62165-Q05512,-172.5489,-26.9067,16.423
Q14B46-Q9QXV9,-61.7735,-8.52,-10.047
Q9CQ19-P70335,-149.7426,-24.7187,-70.4621
Q7TS72-Q704Y3,-130.6559,-21.9881,98.3592
O55241-P58307,-235.6996,-38.147,-32.0511
P10749-Q9ERS6,-103.4976,-16.7656,-10.0705
Q9JKP8-Q9CY28,-46.9576,-7.1026,7.7852
P23927-P97305,-103.8944,-19.5342,-29.7674
Q9CR16-Q9WU22,-85.3679,-12.3524,14.0279
P34971-Q9WV60,-53.105,-8.5342,2.5791
P18762-Q9WV60,-201.2532,-31.5069,-11.6808
Q9QZM4-Q9ER63,-83.4205,-15.5895,-33.7131
O08530-Q9BCZ4,0,0,0
Q03358-P22725,-77.8906,-14.7151,-45.8545
Q61584-Q9EST8,-283.9783,-46.362,-80.0013
Q9ERZ4-A0A2R8VK23,-200.2747,-32.3787,-65.0107
Q91ZQ1-A2A7A1,-253.4165,-39.6489,-104.7362
P47811-Q9JHB2,-46.639,-6.0855,2.8737
Q9R0R4-F8WIS9,-104.8048,-21.864,-60.7241
Q02248-Q9DBQ9,-336.0388,-55.2486,-42.3489
Q61391-Q61839,-183.7805,-30.6465,-55.809
P39655-Q9EST8,-84.8361,-12.7222,2.2729
O88786-Q9EST8,-113.9668,-17.5595,31.9214
F8WIS9-Q9DCB8,-138.7551,-19.6563,6.9234
P29351-P97797,-236.4896,-33.2203,-134.4139
Q7TS72-P04202,-134.1351,-21.5192,-13.0712
Q9WV60-P22725,-191.0816,-28.7933,-30.8307
P29754-Q7M761,-386.5153,-70.9434,-146.4267
Q9JLC3-P98156,0,0,0
P31750-Q8CFU8,-293.9153,-41.4269,-136.5093
O88786-Q3TBL6,-98.2242,-14.8213,-11.9846
P11798-Q5HZJ0,-161.8389,-23.1262,11.8984
P50136-Q640R3,-87.9009,-16.3202,-32.7999
Q99M15-G3X9J1,-24.236,-2.7447,7.2161
Q9DCB8-P70414,-37.6366,-6.1511,5.4632
Q3UHR2-Q9WUT3,-734.828,-121.0616,118.1395
Q3UHR2-Q60996,-1258.7416,-196.3057,-46.059
Q3UHR2-Q91YE8,-1553.661,-242.1049,554.3194
Q9WUA6-Q61614,-193.9926,-30.8404,-15.6633
Q9CRA9-Q8BH93,-31.4254,-3.3686,-2.3106
Q9BCZ4-Q923E4,0,0,0
E9Q2E9-Q9QUK6,-269.4387,-37.7515,-49.0585
P29452-Q6B966,-225.2973,-35.6787,74.9631
Q8R422-Q8VEN2,-148.116,-17.5645,-2.4434
P98191-Q7TS72,-46.2603,-5.5376,14.4337
P08414-Q6WKZ7,-19.6201,-2.1582,16.9418
P0C605-Q9JJY3,-268.8358,-38.4122,-30.4636
Q08857-Q99LH2,-76.8451,-9.7394,-40.2927
Q80VP9-Q8BLR9,-107.7775,-16.0135,4.667
Q7TS72-Q99N57,-204.4649,-31.714,-8.6074
O35927-Q9JHB2,-87.9361,-13.0044,12.2287
Q9JHB2-G3UYX5,-78.0287,-12.4428,-8.7962
P38532-Q99M31,-161.4706,-24.087,-1.3112
Q9EPC2-Q9CRA9,-86.8203,-12.4921,-7.5051
P35918-Q6WKZ7,-67.2079,-10.2415,12.4548
P59759-Q9CZ91,-373.4486,-64.0252,-72.3014
Q01279-Q99P51,-198.2494,-33.7194,-79.4117
Q9WUA6-Q7TS72,-243.7075,-37.3146,-27.1834
Q60680-O88351,-287.4925,-43.3792,-88.3038
Q91VN0-P22725,-180.2579,-24.8856,28.2151
Q8BVZ5-Q9EST8,-185.3555,-31.1784,5.0707
P13504-Q9ERS6,-184.9515,-27.6048,-52.8808
O89094-Q8R4B8,-100.0428,-21.1759,18.5535
P19157-Q6NS57,-145.8248,-20.8709,20.372
O70145-P25799,-300.5442,-47.7412,-10.4809
Q64373-Q07797,-59.5326,-9.1494,-20.7179
Q7TS72-Q9WVS4,-199.7982,-34.3963,-34.0683
Q01815-Q9JHB2,-122.9507,-14.6688,-3.2675
Q9JHB2-Q9D5L7,-78.0459,-10.0688,-9.042
Q02596-P18337,-69.8368,-12.149,-18.1779
O70325-Q9EQ08,0,0,0
A0A0R4J066-O35435,-185.1704,-25.3752,-68.6319
Q9JHB2-P04202,-39.5307,-4.2994,5.1932
Q60994-Q9QY05,-6.4169,-2.6873,-2.7503
Q80XI6-P0C605,-111.0459,-23.2454,-6.1315
Q08369-Q60929,-95.8365,-15.8418,-21.8166
Q9QY05-P15208,-200.0408,-30.1313,-51.3023
Q64373-P60603,-134.9631,-19.4219,-66.2872
P34971-Q8C6L5,-70.1664,-12.2562,7.4399
Q9JHB2-Q61143,-111.9364,-15.1071,-37.2776
Q8C0T9-Q8R071,-238.9874,-39.9381,-39.5062
P11798-Q8BLA8,-255.7585,-43.571,15.1214
P20491-P48025,-106.518,-17.3366,-71.0029
Q01776-Q69ZK5,-86.6943,-11.6875,-37.5704
P35378-Q01776,-131.9609,-20.5977,-24.9381
Q7TS72-Q71FD5,-169.2371,-29.3429,-64.1024
Q6WKZ7-Q9D5L7,-121.3291,-17.386,-28.646
P29754-Q9WU02,-107.1123,-16.481,1.9369
O88351-P70671,-76.8675,-13.9158,22.4866
P11798-Q9CXD6,-36.7091,-4.7717,-1.907
Q8R1Y2-A0A1W2P736,-162.6515,-31.4875,-63.4022
P51437-Q9Z1M0,-63.2294,-6.8537,-0.1347
P11247-Q6WKZ7,-193.0817,-29.369,49.403
Q9EST8-Q80SY9,-220.3249,-33.9662,90.4654
P97414-Q9Z172,-91.0034,-17.2941,-62.4001
P11798-P16054,-198.6181,-29.7373,-20.7581
Q9D5L7-E9Q9K5,-32.829,-4.4719,-6.0798
Q8BSY0-Q9D5L7,-172.7905,-25.673,49.4607
Q91YI4-P05480,-61.7259,-11.3519,-37.6643
Q9EQZ6-P48787,-243.9177,-42.0291,32.4069
Q9EQH2-O55106,-362.9081,-56.0053,-18.2734
Q7TS72-Q8CIZ9,-231.1107,-35.9284,-78.1838
O88597-P70677,-37.4447,-5.3509,6.8835
Q9WUA6-Q9Z0Y7,-235.0996,-39.4433,-125.1744
Q03141-Q9EST8,-235.5773,-39.1759,-99.504
Q80WM3-O09126,-26.9215,-6.96,-12.0297
Q9CS00-P38647,-215.6611,-31.5998,-28.3187
Q9CS00-P18760,-73.5617,-10.7351,-17.8671
E9QNX9-Q9QY05,-179.2901,-23.9614,-31.1244
P00397-P82348,-46.1688,-5.9212,2.1675
Q04207-Q3TBL6,-250.0859,-40.686,-171.1409
Q02248-Q3TTP0,-138.7203,-18.5139,39.0157
Q9DCB8-E2JF22,-9.0887,-1.5691,16.806
Q9Z315-P04202,-12.5947,-2.6134,-5.6828
Q3V3V9-Q9Z315,-0.0676,0,-0.0276
Q6PE70-A0A087WNZ9,-34.213,-24.0104,154.1841
P14847-P49586,-8.3074,-0.4693,12.8939
Q8VDQ8-P48428,-116.5406,-18.6665,-27.0198
Q99J95-Q8R409,-182.7856,-27.6209,-41.4265
Q9WUA6-Q6PE70,-114.1147,-18.1899,6.5074
Q91Z96-P70340,-308.2359,-51.786,-179.1405
Q9WVL7-Q9EST8,-176.822,-29.4019,-30.833
Q9JI91-Q91V27,-324.5858,-57.0627,-76.7069
Q6P1B9-A0A087WRM3,-203.1527,-37.9675,16.093
Q7TS72-Q9QZC1,-159.7984,-23.0989,-10.7876
Q8K4J6-P70335,-265.5723,-44.1413,-37.4111
Q6WKZ7-P16054,-70.5425,-15.3795,-65.1081
Q9ESJ7-P70196,-122.602,-19.4167,-40.4516
Q01815-Q9CQY5,-131.2212,-19.5975,-30.7216
O70176-Q3UM65,-31.6068,-7.1835,-18.069
O70176-E9Q2E9,-1.1711,0,1.9519
Q9D832-P06537,-217.391,-30.9247,-53.9082
Q07813-Q99M31,-93.0603,-14.0012,19.1341
O88879-Q99M31,-80.0791,-13.0837,15.3748
Q9Z0L4-P97466,-49.6657,-6.1268,-25.8183
P23780-O35657,-143.9819,-18.2886,-19.9812
O88786-Q9ERS6,-138.2959,-20.3179,-12.9563
Q9QUH0-Q9BCZ4,0,0,0
Q8VHM7-P04202,-44.0409,-7.8078,-5.7767
Q99M31-G3X8Y8,-119.5277,-18.2816,47.8351
P05017-Q9Z0Y7,-109.7558,-19.5161,-61.6656
P28776-P68254,-67.0588,-11.1364,-22.7529
O70176-Q8BYR2,-180.4661,-32.5971,-63.361
P29754-Q9QYT7,-59.4784,-7.2905,-12.7676
P11798-P70288,-139.2696,-21.9491,-18.9993
Q6R0H7-Q9CPV9,-238.4695,-40.13,-161.4838
Q6P9Q6-Q9Z2I2,-75.7065,-9.9532,-21.5167
A0A140T8P3-P97305,-164.1301,-22.5969,-20.0902
Q80TL1-Q9EPQ8,-602.9759,-89.6858,417.3532
P34971-Q91YI4,-159.1727,-23.7028,-39.5247
P70312-Q62059,0,0,0
P10126-Q9JIA7,-117.246,-18.1299,64.894
Q61288-Q62356,-91.6174,-14.1969,5.1613
P23188-P40753,-119.5757,-20.9034,-75.6628
A0A2R8VK70-A0A1D5RMM8,-135.2698,-21.6057,-78.257
Q9D3N2-P58281,-68.324700000000007,-12.1201,22.8812
Q5EG47-Q9WUN2,-89.089,-15.902,15.0239
Q9JKN1-Q64337,-81.7112,-13.8149,-6.9643
Q02248-Q9EPW2,-247.3454,-39.8975,-77.0825
O55111-Q9JHB2,-223.5599,-33.4228,-73.8572
Q02248-Q9CQ73,-403.2069,-60.3449,20.5918
Q61140-P39688,-194.4808,-34.4031,-50.6738
Q7TS72-P42227,-156.2427,-25.7216,-11.9172
Q9WV60-Q7TS72,-84.731,-9.5323,-25.7079
P16054-Q60932,-35.8887,-4.0971,-2.7793
Q61527-P56974,-341.2508,-51.2089,-148.5175
A0A0U1RPT6-Q3TDD9,-85.3278,-12.9812,-28.9351
P34971-Q5DTT1,-365.1145,-63.0694,-84.4218
Q9DCB8-P35486,-38.7558,-5.6645,-10.1689
Q62371-P09055,-140.26,-19.1721,-15.5972
P11798-Q8R071,-312.3733,-45.7388,-15.9882
Q02248-P27782,-285.7728,-51.186,-192.2612
Q9WTL8-Q3UV55,-96.0043,-15.6944,-8.494
Q3UU96-Q8BMC0,-107.3143,-18.5677,-7.0963
P22366-Q6R5N8,-91.3832,-12.9306,-57.9961
O88786-Q00560,-94.6366,-17.0935,-4.0074
E9Q9K8-Q3UZ64,0,0,0
O35219-P97414,-131.2196,-18.4593,-30.5634
P35569-Q3TBL6,-88.9969,-15.5831,19.1787
P35918-O35516,0,0,0
Q8C4X7-Q925Q3,-175.7974,-26.0979,-30.4701
Q9EST8-Q9Z315,-40.0638,-7.3723,-22.0371
P70288-Q4JK59,-494.909,-78.4708,-52.3047
P08414-Q6NS57,-204.9316,-30.5745,88.0759
Q9EST8-P98083,-270.0623,-43.2312,-36.2474
Q0ZCJ7-P98083,-518.0013,-83.8455,-148.0145
O09110-Q8BW70,-264.1247,-40.0107,21.0228
D3YVF0-P97305,-103.154,-27.2969,-88.7044
Q3V0I7-P97305,-146.1097,-22.2278,-34.4323
Q8BH93-Q8K4K4,-89.4256,-13.4011,-39.3915
B2RSH2-Q9CPV9,-118.1781,-20.0367,-64.5495
Q8C0T9-Q9CPV9,-83.8403,-14.8832,28.5649
P11416-P28704,-126.2189,-24.9311,-40.6567
O70145-P60761,-96.2465,-18.2588,-46.8214
P97798-O09118,-264.6553,-40.5534,-49.4947
Q3U034-Q9JIM1,-117.8002,-20.4259,11.4674
Q3U034-Q91YI6,-75.222,-10.2537,-18.7131
Q9EST8-Q9WUN2,-134.4973,-20.9559,29.7314
P28843-Q91Y74,-59.7441,-9.6942,20.4076
P41183-Q9EST8,-813.2743,-116.6419,-99.5291
P26450-Q5EG47,-103.6417,-14.3262,32.0123
Q9WV54-Q99J21,-52.9149,-7.8081,-8.674
Q9EQG9-Q99J21,-41.5169,-8.3266,-14.5715
F8VQ03-Q62296,-155.0408,-22.1019,-18.5683
O70343-A0A6I8MX38,-110.9538,-20.9929,-70.4161
P47811-O70343,-406.0104,-69.1565,-127.4013
P11798-Q8K1M6,-103.6417,-18.3217,50.6887
Q80U63-O70343,-213.0518,-32.1059,-95.4319
Q9CS84-Q9D5L7,-225.1445,-35.5657,46.7068
P26231-Q02248,-457.54880000000003,-69.1958,-120.2068
P32299-Q3U0D9,-263.5657,-42.2888,-50.828
O88597-Q8VD65,-146.6273,-25.1417,-53.4741
P05017-G3UYL9,-88.2618,-13.3195,1.2323
Q64373-Q9EST8,-198.5296,-29.7505,-45.3461
Q3U4C5-Q6R0H7,-118.1362,-17.6465,-61.044
O55143-Q8K394,-165.6836,-27.517,12.7454
Q6NS57-P04202,-236.4055,-38.0485,39.8812
P09055-Q9R000,-46.367,-9.207,-17.3496
Q5HZJ0-P04202,-207.7692,-32.5157,-11.7342
P06869-P22777,-151.1019,-20.6071,-82.7403
B2RWS6-Q9EST8,-296.0656,-39.5773,27.6781
Q9D832-Q3URK3,-701.7899,-106.1602,236.248
Q9D832-Q8BG87,-322.8883,-52.6992,-118.3354
P35918-P49764,-86.7651,-11.9618,-23.3186
P45591-Q91V27,-69.3934,-11.2857,5.9709
Q9CS00-Q2M3X8,-295.4215,-57.0529,-115.0844
P35235-O88890,-83.8927,-14.8136,5.0571
Q65CL1-Q9CQ73,-448.0359,-76.2172,-75.267
Q9CYT6-Q61146,-97.3945,-13.5625,22.1611
Q60612-Q6R0H7,-141.5783,-20.8203,-59.268
Q6ZWQ9-Q6WKZ7,-65.6735,-10.7178,-63.2042
Q6ZQ38-P97305,-320.6258,-48.2391,5.6426
Q60612-Q7TS72,-162.6297,-20.3349,-24.7009
Q9Z0L4-Q8CJ69,-83.0406,-11.6303,-17.8757
Q6P8G8-Q3UF25,-39.565,-5.7567,-14.409
P16054-P68040,-107.3668,-12.5882,-16.6132
O70343-Q00899,-156.1598,-30.355,-108.4994
P11798-Q9Z329,-91.1034,-15.0849,25.9271
Q60994-P25799,-29.1223,-4.6779,2.6955
Q8BLG2-P06869,-107.3808,-17.4214,-19.596
P35918-P26618,-286.1519,-47.6108,-37.7133
Q99M15-Q923J1,-124.318,-45.1392,122.2384
Q3V1Q3-Q9JKD3,-164.6103,-23.1394,-45.5162
Q9D832-Q80Z24,-173.1814,-26.3361,-61.6646
Q9CRA9-Q8C180,-39.2355,-6.3624,-18.6158
Q7TS72-Q8CIH5,-362.4662,-59.0409,-81.0722
O88879-P62897,-81.3748,-16.4662,-35.1357
Q8C3Q9-P62897,-85.6405,-20.6349,132.6826
Q3U034-Q9CPV9,-67.7226,-12.2206,-17.9392
Q9R182-P98156,-173.993,-33.213,-44.6192
E9Q2E9-Q3TBL6,-78.4066,-13.5679,-36.1197
Q4VC33-Q704Y3,-49.8143,-7.8676,-16.1674
P30280-P30285,-205.2748,-28.9337,-85.6706
P97822-P0C605,-195.1911,-35.1424,-14.9735
P86792-P47774,-257.3234,-39.4893,-146.0954
Q8C0T9-Q9EPQ8,0,0,0
Q9QZ82-Q9JJY3,-61.9868,-10.5655,15.304
P11798-Q7TS72,-216.8572,-33.5931,-34.0555
Q8K4Q7-Q99P51,-60.9582,-10.5722,-57.6175
Q01063-Q9JHG7,-365.0469,-65.0134,-142.8005
O88597-Q923E4,-158.3568,-25.6256,-37.5588
A0A2R8VK23-Q3TBL6,-174.2406,-30.9345,-45.7801
Q9JI91-Q9JKS4,-619.3756,-97.267,-190.8558
Q9JI91-Q5DTJ9,-483.042,-76.6564,-54.2713
P03930-Q9JJX6,-38.1051,-6.3496,11.6982
Q91YI4-Q8VEB1,-71.5563,-11.1771,6.1038
Q9ERS6-P22366,-105.3882,-13.8315,-52.3698
O35182-Q64729,-161.1491,-24.2154,-119.5954
Q1A3B0-O08537,-99.1179,-14.171,-20.484
P70677-Q60989,-190.7435,-27.6971,-12.3331
Q00623-E9Q414,0,0,0
Q9JI91-Q62165,-310.1909,-45.1019,-69.2669
P08101-D3Z3Y1,-97.6143,-17.7122,26.3507
Q91WG1-Q69ZJ3,-23.3008,-2.8793,5.8111
Q8VDJ3-P16301,-60.8101,-9.5152,-2.1388
Q9EST8-Q3TBT3,-124.0637,-22.1885,-15.2057
Q7TS72-Q8K394,-315.7081,-53.9481,-23.9618
Q8BZN6-P23242,-175.9876,-25.3982,-33.3325
Q03963-Q6B966,-114.4235,-20.4607,61.4918
P63085-Q9BCZ4,0,0,0
Q923A2-P42227,-165.7035,-25.4306,-15.5408
Q9WUA6-P25799,-177.0776,-29.3952,3.3567
Q923E4-Q3U1N2,-256.8406,-40.1141,-65.7661
Q8K1M6-Q5EG47,-262.8794,-43.4751,-29.3206
P35561-Q9JJV9,-144.0996,-22.3069,-22.5744
Q8BYR2-Q62190,-479.8207,-71.8043,50.3869
Q6WKZ7-P70313,-71.908,-9.1601,8.8977
Q9EPQ8-O35659,-882.4373,-123.7681,377.9862
P47811-Q5HZJ0,-144.1602,-20.3348,-21.8887
P08414-Q99246,-180.158,-24.6949,39.6301
Q8CIZ9-Q5HZJ0,-79.2225,-10.1209,25.0133
Q5EG47-Q7TS72,-280.4039,-43.5255,-100.0903
Q9WUA6-P18762,-97.0538,-15.8262,21.8079
Q6NS57-Q61083,-57.0166,-11.479,-6.5167
Q99P51-Q91YX7,-219.0692,-37.7491,-72.0404
Q6PCX7-O08537,-94.0097,-16.9893,-9.133
Q9WU39-Q8CFI0,-291.4671,-43.7907,-163.8914
Q5EG47-P48356,-145.8318,-20.9762,-56.1983
P30557-P70424,-184.4502,-28.8904,-47.0914
Q8VCB3-Q9WV60,-222.1012,-36.568600000000004,-36.9706
P33434-Q3UKF7,-105.2724,-19.8381,18.8975
Q61221-Q80VP9,-145.36,-21.0135,-26.0249
Q61190-Q99JB6,-82.354,-17.0676,-26.011
Q61288-Q61271,-209.6795,-31.1944,-18.5301
P19788-Q9QYC7,-253.4489,-40.1744,-126.9825
Q3UDN3-Q9WV60,-153.6155,-27.0861,-50.8042
Q5EG47-Q8BLR9,-114.4856,-20.9073,-50.7237
Q6NS57-Q8CE90,-208.1692,-32.9995,0.704
Q5EG47-P45481,-441.1986,-64.346,-53.0337
P97926-Q9WU02,-63.0548,-7.8038,36.3509
P05480-O70145,-208.332,-31.022,-69.1648
Q5EG47-Q8R071,-107.2409,-14.9705,2.1943
Q5EG47-Q8K4Z2,-89.7686,-14.4211,17.0443
Q5EG47-Q8VHJ7,-750.4861,-120.1482,-363.9335
P97497-P15392,-119.4297,-18.7252,40.5027
Q6PDG5-P59941,-173.1236,-26.4087,-33.0598
Q5EG47-Q8CHK4,-168.7201,-30.67,-48.9904
Q8R0S6-Q6NS57,-119.3391,-16.0769,50.365
P28652-O55143,-183.34,-25.2388,37.1254
Q5EG47-B1AXH1,-1140.4092,-171.992,-31.2579
Q99P51-P35235,-70.9289,-15.3424,-2.8603
P33434-Q62371,-97.7989,-14.9554,3.5915
Q5EG47-P21237,-107.9034,-20.4762,-79.7769
P0C605-Q60664,-326.4054,-56.3543,-221.012
